Dataset,Gene List,Model,FPR,TPR,Thresholds
Methylation,Methyl Var,NB,0.15714285714285714,0.18571428571428572,0.938374330414358
Methylation,Methyl Var,NB,0.15714285714285714,0.22857142857142856,0.9205103593500261
Methylation,Methyl Var,NB,0.2,0.22857142857142856,0.9158715700202106
Methylation,Methyl Var,NB,0.2,0.3,0.9077397855698967
Methylation,Methyl Var,NB,0.22857142857142856,0.3,0.886351492626802
Methylation,Methyl Var,NB,0.22857142857142856,0.3142857142857143,0.8840193913084458
Methylation,Methyl Var,NB,0.22857142857142856,0.38571428571428573,0.8813137452472829
Methylation,Methyl Var,NB,0.2571428571428571,0.38571428571428573,0.8793771131527132
Methylation,Methyl Var,NB,0.2714285714285714,0.38571428571428573,0.869298335245455
Methylation,Methyl Var,NB,0.2714285714285714,0.4,0.8583342537566563
Methylation,Methyl Var,NB,0.2857142857142857,0.4,0.857173276680893
Methylation,Methyl Var,NB,0.2857142857142857,0.4142857142857143,0.8373377310500233
Methylation,Methyl Var,NB,0.3142857142857143,0.4142857142857143,0.8301454749045417
Methylation,Methyl Var,NB,0.3142857142857143,0.42857142857142855,0.8106707631677498
Methylation,Methyl Var,NB,0.34285714285714286,0.42857142857142855,0.7709056486611456
Methylation,Methyl Var,NB,0.34285714285714286,0.45714285714285713,0.7458889551103843
Methylation,Methyl Var,NB,0.35714285714285715,0.45714285714285713,0.7325367914271935
Methylation,Methyl Var,NB,0.35714285714285715,0.4857142857142857,0.7102923262578639
Methylation,Methyl Var,NB,0.38571428571428573,0.4857142857142857,0.6704995044095013
Methylation,Methyl Var,NB,0.38571428571428573,0.5142857142857142,0.6238749473668116
Methylation,Methyl Var,NB,0.4,0.5142857142857142,0.6153465305905248
Methylation,Methyl Var,NB,0.4,0.5428571428571428,0.5849965978101099
Methylation,Methyl Var,NB,0.42857142857142855,0.5428571428571428,0.5813083871562091
Methylation,Methyl Var,NB,0.42857142857142855,0.6,0.5249227222361209
Methylation,Methyl Var,NB,0.4714285714285714,0.6,0.48029516901578984
Methylation,Methyl Var,NB,0.4714285714285714,0.6857142857142857,0.42582533881437695
Methylation,Methyl Var,NB,0.5285714285714286,0.6857142857142857,0.37283417410706504
Methylation,Methyl Var,NB,0.5285714285714286,0.7,0.36016068289933884
Methylation,Methyl Var,NB,0.5428571428571428,0.7,0.32071974833030287
Methylation,Methyl Var,NB,0.5428571428571428,0.7142857142857143,0.3159533717194628
Methylation,Methyl Var,NB,0.5857142857142857,0.7142857142857143,0.30295286907014674
Methylation,Methyl Var,NB,0.5857142857142857,0.7285714285714285,0.28791797747410725
Methylation,Methyl Var,NB,0.6142857142857143,0.7285714285714285,0.2394004150979404
Methylation,Methyl Var,NB,0.6142857142857143,0.7428571428571429,0.21892099550448063
Methylation,Methyl Var,NB,0.6285714285714286,0.7428571428571429,0.18275567223423866
Methylation,Methyl Var,NB,0.6285714285714286,0.7571428571428571,0.16920554653353587
Methylation,Methyl Var,NB,0.6571428571428571,0.7571428571428571,0.14805599650582227
Methylation,Methyl Var,NB,0.6571428571428571,0.8142857142857143,0.12225962366858809
Methylation,Methyl Var,NB,0.6714285714285714,0.8142857142857143,0.11736006005241256
Methylation,Methyl Var,NB,0.6714285714285714,0.8285714285714286,0.11685312667202
Methylation,Methyl Var,NB,0.7,0.8285714285714286,0.10393326971492643
Methylation,Methyl Var,NB,0.7,0.8428571428571429,0.09840563560212821
Methylation,Methyl Var,NB,0.7714285714285715,0.8428571428571429,0.07016654075759178
Methylation,Methyl Var,NB,0.7714285714285715,0.8571428571428571,0.06783584288560264
Methylation,Methyl Var,NB,0.8142857142857143,0.8571428571428571,0.04996616814778527
Methylation,Methyl Var,NB,0.8142857142857143,0.8714285714285714,0.048802169856594
Methylation,Methyl Var,NB,0.8571428571428571,0.8714285714285714,0.043049605966749754
Methylation,Methyl Var,NB,0.8571428571428571,0.9142857142857143,0.02710213102290393
Methylation,Methyl Var,NB,0.8714285714285714,0.9142857142857143,0.024417877606296812
Methylation,Methyl Var,NB,0.8714285714285714,0.9285714285714286,0.020327663776642663
Methylation,Methyl Var,NB,0.9285714285714286,0.9285714285714286,0.008564953466301378
Methylation,Methyl Var,NB,0.9285714285714286,0.9428571428571428,0.00811350308641745
Methylation,Methyl Var,NB,0.9714285714285714,0.9428571428571428,0.0017302655912867612
Methylation,Methyl Var,NB,0.9714285714285714,0.9571428571428572,0.0013670275871164668
Methylation,Methyl Var,NB,1.0,0.9571428571428572,0.0009881278540770089
Methylation,Methyl Var,NB,1.0,1.0,4.1490067794771916e-05
Multiomics,Prot Var,LR,0.0,0.0,1.9071328358631883
Multiomics,Prot Var,LR,0.014285714285714285,0.0,0.9071328358631884
Multiomics,Prot Var,LR,0.014285714285714285,0.02857142857142857,0.8295942281848018
Multiomics,Prot Var,LR,0.07142857142857142,0.02857142857142857,0.7877141196037124
Multiomics,Prot Var,LR,0.07142857142857142,0.05714285714285714,0.7522773935775765
Multiomics,Prot Var,LR,0.08571428571428572,0.05714285714285714,0.7491208080652921
Multiomics,Prot Var,LR,0.08571428571428572,0.11428571428571428,0.7317267913706258
Multiomics,Prot Var,LR,0.1,0.11428571428571428,0.7272488485489342
Multiomics,Prot Var,LR,0.1,0.14285714285714285,0.7169816809037994
Multiomics,Prot Var,LR,0.11428571428571428,0.14285714285714285,0.7155553100496687
Multiomics,Prot Var,LR,0.11428571428571428,0.15714285714285714,0.7086676342912914
Multiomics,Prot Var,LR,0.14285714285714285,0.15714285714285714,0.6896992975733842
Multiomics,Prot Var,LR,0.14285714285714285,0.18571428571428572,0.6556386989050186
Multiomics,Prot Var,LR,0.17142857142857143,0.18571428571428572,0.6489322382219948
Multiomics,Prot Var,LR,0.17142857142857143,0.21428571428571427,0.6410369348387798
Multiomics,Prot Var,LR,0.18571428571428572,0.21428571428571427,0.6314201360980375
Multiomics,Prot Var,LR,0.18571428571428572,0.22857142857142856,0.6289495425771611
Multiomics,Prot Var,LR,0.2,0.22857142857142856,0.6264551419118152
Multiomics,Prot Var,LR,0.2,0.24285714285714285,0.6211939445881843
Multiomics,Prot Var,LR,0.21428571428571427,0.24285714285714285,0.6166816665598311
Multiomics,Prot Var,LR,0.21428571428571427,0.2571428571428571,0.6109631246886669
Multiomics,Prot Var,LR,0.22857142857142856,0.2571428571428571,0.6073608367654357
Multiomics,Prot Var,LR,0.22857142857142856,0.3,0.6011985657691857
Multiomics,Prot Var,LR,0.24285714285714285,0.3,0.5970045794889255
Multiomics,Prot Var,LR,0.24285714285714285,0.34285714285714286,0.5829109116625418
Multiomics,Prot Var,LR,0.2571428571428571,0.34285714285714286,0.580964988381358
Multiomics,Prot Var,LR,0.2571428571428571,0.38571428571428573,0.5641673568978759
Multiomics,Prot Var,LR,0.2714285714285714,0.38571428571428573,0.56092753743619
Multiomics,Prot Var,LR,0.2714285714285714,0.4,0.551363351591418
Multiomics,Prot Var,LR,0.3,0.4,0.5499983533151636
Multiomics,Prot Var,LR,0.3,0.4142857142857143,0.5489068093713264
Multiomics,Prot Var,LR,0.35714285714285715,0.4142857142857143,0.5224031194280946
Multiomics,Prot Var,LR,0.35714285714285715,0.42857142857142855,0.5217243505118203
Multiomics,Prot Var,LR,0.38571428571428573,0.42857142857142855,0.5175948905831586
Multiomics,Prot Var,LR,0.38571428571428573,0.44285714285714284,0.5163584078842852
Multiomics,Prot Var,LR,0.4,0.44285714285714284,0.5139215160832442
Multiomics,Prot Var,LR,0.4,0.4714285714285714,0.5098051054542209
Multiomics,Prot Var,LR,0.4142857142857143,0.4714285714285714,0.5078089706755671
Multiomics,Prot Var,LR,0.4142857142857143,0.5285714285714286,0.49049389434842533
Multiomics,Prot Var,LR,0.42857142857142855,0.5285714285714286,0.48944733526763795
Multiomics,Prot Var,LR,0.42857142857142855,0.5428571428571428,0.48306858031454064
Multiomics,Prot Var,LR,0.44285714285714284,0.5428571428571428,0.4800783537783554
Multiomics,Prot Var,LR,0.44285714285714284,0.5714285714285714,0.4776493636240478
Multiomics,Prot Var,LR,0.5,0.5714285714285714,0.469903258240939
Multiomics,Prot Var,LR,0.5,0.6,0.4633896461606146
Multiomics,Prot Var,LR,0.5142857142857142,0.6,0.46260539388867783
Multiomics,Prot Var,LR,0.5142857142857142,0.6714285714285714,0.45257059711907305
Multiomics,Prot Var,LR,0.5428571428571428,0.6714285714285714,0.45119285199594666
Multiomics,Prot Var,LR,0.5428571428571428,0.6857142857142857,0.44661431011877656
Multiomics,Prot Var,LR,0.5571428571428572,0.6857142857142857,0.445749868174408
Multiomics,Prot Var,LR,0.5571428571428572,0.7,0.44457507446912387
Multiomics,Prot Var,LR,0.5714285714285714,0.7,0.4413227710576185
Multiomics,Prot Var,LR,0.5714285714285714,0.7142857142857143,0.433348555830988
Multiomics,Prot Var,LR,0.5857142857142857,0.7142857142857143,0.4285126566553659
Multiomics,Prot Var,LR,0.5857142857142857,0.7428571428571429,0.42231240438145873
Multiomics,Prot Var,LR,0.6,0.7428571428571429,0.4178658109217765
Multiomics,Prot Var,LR,0.6,0.7714285714285715,0.41351316762937174
Multiomics,Prot Var,LR,0.6428571428571429,0.7714285714285715,0.4017143541461691
Multiomics,Prot Var,LR,0.6428571428571429,0.8,0.39987248391895097
Multiomics,Prot Var,LR,0.7285714285714285,0.8,0.3814560123647419
Multiomics,Prot Var,LR,0.7285714285714285,0.8285714285714286,0.3765565227961773
Multiomics,Prot Var,LR,0.7428571428571429,0.8285714285714286,0.37111805010088034
Multiomics,Prot Var,LR,0.7428571428571429,0.8428571428571429,0.3658741677166261
Multiomics,Prot Var,LR,0.7571428571428571,0.8428571428571429,0.3594643913470335
Multiomics,Prot Var,LR,0.7571428571428571,0.8571428571428571,0.3583708620265788
Multiomics,Prot Var,LR,0.7714285714285715,0.8571428571428571,0.3492873859402156
Multiomics,Prot Var,LR,0.7714285714285715,0.8857142857142857,0.3394526599826605
Multiomics,Prot Var,LR,0.8,0.8857142857142857,0.3352635423580527
Multiomics,Prot Var,LR,0.8,0.9,0.331554520211974
Multiomics,Prot Var,LR,0.8285714285714286,0.9,0.3028309650319009
Multiomics,Prot Var,LR,0.8285714285714286,0.9142857142857143,0.30111318731345943
Multiomics,Prot Var,LR,0.8714285714285714,0.9142857142857143,0.2874971991004922
Multiomics,Prot Var,LR,0.8714285714285714,0.9714285714285714,0.27010571497805613
Multiomics,Prot Var,LR,0.9142857142857143,0.9714285714285714,0.22796960089868312
Multiomics,Prot Var,LR,0.9142857142857143,1.0,0.20745167713291499
Multiomics,Prot Var,LR,1.0,1.0,0.11020756403890421
Multiomics,Prot Var,KNN,0.0,0.0,2.0
Multiomics,Prot Var,KNN,0.014285714285714285,0.014285714285714285,1.0
Multiomics,Prot Var,KNN,0.08571428571428572,0.1,0.8
Multiomics,Prot Var,KNN,0.22857142857142856,0.4,0.6
Multiomics,Prot Var,KNN,0.5428571428571428,0.6571428571428571,0.4
Multiomics,Prot Var,KNN,0.8857142857142857,0.9,0.2
Multiomics,Prot Var,KNN,1.0,1.0,0.0
Multiomics,Prot Var,RF,0.0,0.0,2.0
Multiomics,Prot Var,RF,0.0,0.02857142857142857,1.0
Multiomics,Prot Var,RF,0.014285714285714285,0.14285714285714285,0.9
Multiomics,Prot Var,RF,0.02857142857142857,0.3,0.8
Multiomics,Prot Var,RF,0.1,0.5285714285714286,0.7
Multiomics,Prot Var,RF,0.18571428571428572,0.6571428571428571,0.6
Multiomics,Prot Var,RF,0.2571428571428571,0.7428571428571429,0.5
Multiomics,Prot Var,RF,0.4857142857142857,0.8428571428571429,0.4
Multiomics,Prot Var,RF,0.7285714285714285,0.9571428571428572,0.3
Multiomics,Prot Var,RF,0.8571428571428571,0.9714285714285714,0.2
Multiomics,Prot Var,RF,0.9428571428571428,1.0,0.1
Multiomics,Prot Var,RF,1.0,1.0,0.0
Multiomics,Prot Var,NB,0.0,0.0,2.0
Multiomics,Prot Var,NB,0.02857142857142857,0.014285714285714285,1.0
Multiomics,Prot Var,NB,0.02857142857142857,0.02857142857142857,0.9999999206325678
Multiomics,Prot Var,NB,0.04285714285714286,0.02857142857142857,0.9999998583970326
Multiomics,Prot Var,NB,0.04285714285714286,0.07142857142857142,0.9999995285686928
Multiomics,Prot Var,NB,0.05714285714285714,0.07142857142857142,0.999995303330004
Multiomics,Prot Var,NB,0.05714285714285714,0.12857142857142856,0.9998733395829155
Multiomics,Prot Var,NB,0.07142857142857142,0.12857142857142856,0.9998542260007873
Multiomics,Prot Var,NB,0.07142857142857142,0.17142857142857143,0.9988868691342494
Multiomics,Prot Var,NB,0.1,0.17142857142857143,0.9985133315456897
Multiomics,Prot Var,NB,0.1,0.18571428571428572,0.998379853404416
Multiomics,Prot Var,NB,0.14285714285714285,0.18571428571428572,0.994363796636486
Multiomics,Prot Var,NB,0.14285714285714285,0.21428571428571427,0.9934004019512047
Multiomics,Prot Var,NB,0.15714285714285714,0.21428571428571427,0.9920554951498969
Multiomics,Prot Var,NB,0.15714285714285714,0.22857142857142856,0.9857209052324838
Multiomics,Prot Var,NB,0.18571428571428572,0.22857142857142856,0.9841288461560215
Multiomics,Prot Var,NB,0.18571428571428572,0.24285714285714285,0.9822142819991394
Multiomics,Prot Var,NB,0.21428571428571427,0.24285714285714285,0.9781875373112816
Multiomics,Prot Var,NB,0.21428571428571427,0.2571428571428571,0.9693629933604206
Multiomics,Prot Var,NB,0.2571428571428571,0.2571428571428571,0.9543044930600192
Multiomics,Prot Var,NB,0.2571428571428571,0.3,0.9465302119450864
Multiomics,Prot Var,NB,0.2857142857142857,0.3,0.9406721021045938
Multiomics,Prot Var,NB,0.2857142857142857,0.3142857142857143,0.9326950107749629
Multiomics,Prot Var,NB,0.3142857142857143,0.3142857142857143,0.901790186761781
Multiomics,Prot Var,NB,0.3142857142857143,0.35714285714285715,0.8816006412997028
Multiomics,Prot Var,NB,0.34285714285714286,0.35714285714285715,0.8464601436938042
Multiomics,Prot Var,NB,0.34285714285714286,0.38571428571428573,0.8097279723160723
Multiomics,Prot Var,NB,0.35714285714285715,0.38571428571428573,0.7892856418666218
Multiomics,Prot Var,NB,0.35714285714285715,0.4,0.7652320925095453
Multiomics,Prot Var,NB,0.37142857142857144,0.4,0.7488183564836502
Multiomics,Prot Var,NB,0.37142857142857144,0.45714285714285713,0.7146954849097993
Multiomics,Prot Var,NB,0.38571428571428573,0.45714285714285713,0.7119704040259841
Multiomics,Prot Var,NB,0.38571428571428573,0.5285714285714286,0.5870152601325063
Multiomics,Prot Var,NB,0.4,0.5285714285714286,0.5763570475110349
Multiomics,Prot Var,NB,0.4,0.5428571428571428,0.5378533068348259
Multiomics,Prot Var,NB,0.42857142857142855,0.5428571428571428,0.45457521567573494
Multiomics,Prot Var,NB,0.42857142857142855,0.5857142857142857,0.4049310238599163
Multiomics,Prot Var,NB,0.4714285714285714,0.5857142857142857,0.3676724967566266
Multiomics,Prot Var,NB,0.4714285714285714,0.6142857142857143,0.33528057008073797
Multiomics,Prot Var,NB,0.4857142857142857,0.6142857142857143,0.29820381626958753
Multiomics,Prot Var,NB,0.4857142857142857,0.6285714285714286,0.2841799392737569
Multiomics,Prot Var,NB,0.5714285714285714,0.6285714285714286,0.17607180924353974
Multiomics,Prot Var,NB,0.5714285714285714,0.6428571428571429,0.17084576626738704
Multiomics,Prot Var,NB,0.6,0.6428571428571429,0.1286721378477019
Multiomics,Prot Var,NB,0.6,0.6571428571428571,0.11712798732270818
Multiomics,Prot Var,NB,0.6142857142857143,0.6571428571428571,0.10253753355058834
Multiomics,Prot Var,NB,0.6142857142857143,0.7,0.09323321172141927
Multiomics,Prot Var,NB,0.6571428571428571,0.7,0.08349513823850835
Multiomics,Prot Var,NB,0.6571428571428571,0.7142857142857143,0.08179120418571542
Multiomics,Prot Var,NB,0.6714285714285714,0.7142857142857143,0.08136138471818351
Multiomics,Prot Var,NB,0.6714285714285714,0.7285714285714285,0.0740949515789858
Multiomics,Prot Var,NB,0.6857142857142857,0.7285714285714285,0.07140024182808745
Multiomics,Prot Var,NB,0.6857142857142857,0.7428571428571429,0.0711880782451142
Multiomics,Prot Var,NB,0.7,0.7428571428571429,0.06981970152057558
Multiomics,Prot Var,NB,0.7,0.7571428571428571,0.054124705251779835
Multiomics,Prot Var,NB,0.7571428571428571,0.7571428571428571,0.03821460339371464
Multiomics,Prot Var,NB,0.7571428571428571,0.7714285714285715,0.03469263827059143
Multiomics,Prot Var,NB,0.7714285714285715,0.7714285714285715,0.03286880524122895
Multiomics,Prot Var,NB,0.7714285714285715,0.7857142857142857,0.031535555140378334
Multiomics,Prot Var,NB,0.7857142857142857,0.7857142857142857,0.03134370057037334
Multiomics,Prot Var,NB,0.7857142857142857,0.8,0.02086056132236938
Multiomics,Prot Var,NB,0.8285714285714286,0.8,0.011820464757031857
Multiomics,Prot Var,NB,0.8285714285714286,0.8142857142857143,0.010774255583284292
Multiomics,Prot Var,NB,0.8571428571428571,0.8142857142857143,0.007422811878042989
Multiomics,Prot Var,NB,0.8571428571428571,0.8285714285714286,0.005191399517105609
Multiomics,Prot Var,NB,0.8714285714285714,0.8285714285714286,0.0045394882015546405
Multiomics,Prot Var,NB,0.8714285714285714,0.8571428571428571,0.004167895976578984
Multiomics,Prot Var,NB,0.8857142857142857,0.8571428571428571,0.0035566010921053706
Multiomics,Prot Var,NB,0.8857142857142857,0.9285714285714286,0.0007309009774266251
Multiomics,Prot Var,NB,0.9,0.9285714285714286,0.0006391426242077292
Multiomics,Prot Var,NB,0.9,0.9428571428571428,0.0005326766531002381
Multiomics,Prot Var,NB,0.9142857142857143,0.9428571428571428,0.0004894312376053222
Multiomics,Prot Var,NB,0.9142857142857143,0.9571428571428572,0.0002951649088755
Multiomics,Prot Var,NB,0.9714285714285714,0.9571428571428572,1.7605328350922673e-05
Multiomics,Prot Var,NB,0.9714285714285714,0.9714285714285714,1.6873410402626223e-05
Multiomics,Prot Var,NB,1.0,0.9714285714285714,1.428722846492144e-07
Multiomics,Prot Var,NB,1.0,1.0,1.0227012279347574e-36
mRNA,Prot Var,LR,0.0,0.0,1.7303519308594848
mRNA,Prot Var,LR,0.014285714285714285,0.0,0.7303519308594849
mRNA,Prot Var,LR,0.04285714285714286,0.0,0.6878156716991909
mRNA,Prot Var,LR,0.04285714285714286,0.04285714285714286,0.6759979304050123
mRNA,Prot Var,LR,0.1,0.04285714285714286,0.6289039660958627
mRNA,Prot Var,LR,0.1,0.07142857142857142,0.6269850208026425
mRNA,Prot Var,LR,0.11428571428571428,0.07142857142857142,0.6260949684738089
mRNA,Prot Var,LR,0.11428571428571428,0.1,0.6105725943093385
mRNA,Prot Var,LR,0.12857142857142856,0.1,0.6007342837150329
mRNA,Prot Var,LR,0.12857142857142856,0.14285714285714285,0.5942675874985982
mRNA,Prot Var,LR,0.15714285714285714,0.14285714285714285,0.5884632009251424
mRNA,Prot Var,LR,0.15714285714285714,0.15714285714285714,0.5882764333202475
mRNA,Prot Var,LR,0.17142857142857143,0.15714285714285714,0.5882123678321027
mRNA,Prot Var,LR,0.17142857142857143,0.2,0.5810964754021763
mRNA,Prot Var,LR,0.2,0.2,0.5763061425677941
mRNA,Prot Var,LR,0.2,0.2857142857142857,0.5584994811257455
mRNA,Prot Var,LR,0.21428571428571427,0.2857142857142857,0.5580951292991305
mRNA,Prot Var,LR,0.21428571428571427,0.3,0.5573643630125726
mRNA,Prot Var,LR,0.2571428571428571,0.3,0.5491741504508769
mRNA,Prot Var,LR,0.2571428571428571,0.32857142857142857,0.5368231761426842
mRNA,Prot Var,LR,0.2714285714285714,0.32857142857142857,0.5334584668431683
mRNA,Prot Var,LR,0.2714285714285714,0.35714285714285715,0.5293447698006107
mRNA,Prot Var,LR,0.2857142857142857,0.35714285714285715,0.5285646281365035
mRNA,Prot Var,LR,0.2857142857142857,0.37142857142857144,0.5284811770271158
mRNA,Prot Var,LR,0.3,0.37142857142857144,0.5271215225054054
mRNA,Prot Var,LR,0.3,0.38571428571428573,0.5269846849832523
mRNA,Prot Var,LR,0.32857142857142857,0.38571428571428573,0.5243245857554836
mRNA,Prot Var,LR,0.32857142857142857,0.4142857142857143,0.5222555925894359
mRNA,Prot Var,LR,0.34285714285714286,0.4142857142857143,0.5220976338729321
mRNA,Prot Var,LR,0.34285714285714286,0.44285714285714284,0.5203399483717965
mRNA,Prot Var,LR,0.37142857142857144,0.44285714285714284,0.5144840572815468
mRNA,Prot Var,LR,0.37142857142857144,0.45714285714285713,0.5135757296696382
mRNA,Prot Var,LR,0.4,0.45714285714285713,0.5101199575468394
mRNA,Prot Var,LR,0.4,0.4714285714285714,0.5099432918632939
mRNA,Prot Var,LR,0.4714285714285714,0.4714285714285714,0.5054242377293339
mRNA,Prot Var,LR,0.4714285714285714,0.4857142857142857,0.5040507614039569
mRNA,Prot Var,LR,0.4857142857142857,0.4857142857142857,0.5006740270119364
mRNA,Prot Var,LR,0.4857142857142857,0.5,0.5000777995652276
mRNA,Prot Var,LR,0.5,0.5,0.49559631276471267
mRNA,Prot Var,LR,0.5,0.5285714285714286,0.4941835698761597
mRNA,Prot Var,LR,0.5571428571428572,0.5285714285714286,0.48189492696165936
mRNA,Prot Var,LR,0.5571428571428572,0.5428571428571428,0.4809602784538378
mRNA,Prot Var,LR,0.5714285714285714,0.5428571428571428,0.4762376884879307
mRNA,Prot Var,LR,0.5714285714285714,0.5714285714285714,0.47342849340517434
mRNA,Prot Var,LR,0.5857142857142857,0.5714285714285714,0.4728056068847559
mRNA,Prot Var,LR,0.5857142857142857,0.5857142857142857,0.4723963015203871
mRNA,Prot Var,LR,0.6571428571428571,0.5857142857142857,0.4670301736324313
mRNA,Prot Var,LR,0.6571428571428571,0.6142857142857143,0.45406355755141015
mRNA,Prot Var,LR,0.7142857142857143,0.6142857142857143,0.44827822180104715
mRNA,Prot Var,LR,0.7142857142857143,0.6285714285714286,0.4463304453997347
mRNA,Prot Var,LR,0.7428571428571429,0.6285714285714286,0.44411761919519005
mRNA,Prot Var,LR,0.7428571428571429,0.6571428571428571,0.43840478167104785
mRNA,Prot Var,LR,0.7571428571428571,0.6571428571428571,0.43761309610853555
mRNA,Prot Var,LR,0.7571428571428571,0.7,0.43378006171714656
mRNA,Prot Var,LR,0.7714285714285715,0.7,0.43301705001585866
mRNA,Prot Var,LR,0.7714285714285715,0.7142857142857143,0.43298131719629945
mRNA,Prot Var,LR,0.8142857142857143,0.7142857142857143,0.4290765171311715
mRNA,Prot Var,LR,0.8142857142857143,0.7285714285714285,0.42832104450742325
mRNA,Prot Var,LR,0.8285714285714286,0.7285714285714285,0.42772257354676835
mRNA,Prot Var,LR,0.8285714285714286,0.7571428571428571,0.42462199935881756
mRNA,Prot Var,LR,0.8571428571428571,0.7571428571428571,0.4212527900060153
mRNA,Prot Var,LR,0.8571428571428571,0.8,0.4044323203930034
mRNA,Prot Var,LR,0.8857142857142857,0.8,0.40309868437502133
mRNA,Prot Var,LR,0.8857142857142857,0.8285714285714286,0.401087332735947
mRNA,Prot Var,LR,0.9,0.8285714285714286,0.40037127807042966
mRNA,Prot Var,LR,0.9,0.8571428571428571,0.3933165950870483
mRNA,Prot Var,LR,0.9142857142857143,0.8571428571428571,0.3930518398212135
mRNA,Prot Var,LR,0.9142857142857143,0.8714285714285714,0.38539709940430217
mRNA,Prot Var,LR,0.9285714285714286,0.8714285714285714,0.3847564194092566
mRNA,Prot Var,LR,0.9285714285714286,0.9,0.38419957793727416
mRNA,Prot Var,LR,0.9428571428571428,0.9,0.3739847103505346
mRNA,Prot Var,LR,0.9428571428571428,0.9142857142857143,0.3663855229230109
mRNA,Prot Var,LR,0.9714285714285714,0.9142857142857143,0.35139822995041925
mRNA,Prot Var,LR,0.9714285714285714,0.9714285714285714,0.3129180604493851
mRNA,Prot Var,LR,0.9857142857142858,0.9714285714285714,0.303236389967223
mRNA,Prot Var,LR,0.9857142857142858,1.0,0.2718009206061819
mRNA,Prot Var,LR,1.0,1.0,0.26349144996126994
mRNA,Prot Var,KNN,0.0,0.0,2.0
mRNA,Prot Var,KNN,0.014285714285714285,0.014285714285714285,1.0
mRNA,Prot Var,KNN,0.05714285714285714,0.08571428571428572,0.8
mRNA,Prot Var,KNN,0.34285714285714286,0.35714285714285715,0.6
mRNA,Prot Var,KNN,0.6714285714285714,0.7,0.4
mRNA,Prot Var,KNN,0.9714285714285714,0.9,0.2
mRNA,Prot Var,KNN,1.0,1.0,0.0
mRNA,Prot Var,RF,0.0,0.0,1.9
mRNA,Prot Var,RF,0.02857142857142857,0.0,0.9
mRNA,Prot Var,RF,0.15714285714285714,0.1,0.8
mRNA,Prot Var,RF,0.2571428571428571,0.24285714285714285,0.7
mRNA,Prot Var,RF,0.4142857142857143,0.38571428571428573,0.6
mRNA,Prot Var,RF,0.6428571428571429,0.6,0.5
mRNA,Prot Var,RF,0.7428571428571429,0.7428571428571429,0.4
mRNA,Prot Var,RF,0.8857142857142857,0.8571428571428571,0.3
mRNA,Prot Var,RF,0.9857142857142858,1.0,0.2
mRNA,Prot Var,RF,1.0,1.0,0.1
mRNA,Prot Var,NB,0.0,0.0,1.9992314606561645
mRNA,Prot Var,NB,0.0,0.014285714285714285,0.9992314606561645
mRNA,Prot Var,NB,0.0,0.04285714285714286,0.995311012192052
mRNA,Prot Var,NB,0.014285714285714285,0.04285714285714286,0.9919210527973297
mRNA,Prot Var,NB,0.014285714285714285,0.07142857142857142,0.980985893308609
mRNA,Prot Var,NB,0.04285714285714286,0.07142857142857142,0.9741130166943534
mRNA,Prot Var,NB,0.04285714285714286,0.08571428571428572,0.9715086663214684
mRNA,Prot Var,NB,0.1,0.08571428571428572,0.9436109433518951
mRNA,Prot Var,NB,0.1,0.14285714285714285,0.9087198485776968
mRNA,Prot Var,NB,0.11428571428571428,0.14285714285714285,0.8999643710924501
mRNA,Prot Var,NB,0.11428571428571428,0.24285714285714285,0.7964236202755837
mRNA,Prot Var,NB,0.14285714285714285,0.24285714285714285,0.783192578115576
mRNA,Prot Var,NB,0.14285714285714285,0.2714285714285714,0.7256777798894753
mRNA,Prot Var,NB,0.15714285714285714,0.2714285714285714,0.7238148809847179
mRNA,Prot Var,NB,0.15714285714285714,0.2857142857142857,0.7118372388542237
mRNA,Prot Var,NB,0.17142857142857143,0.2857142857142857,0.6921438924426155
mRNA,Prot Var,NB,0.17142857142857143,0.3,0.6893106902831772
mRNA,Prot Var,NB,0.18571428571428572,0.3,0.6630484105544648
mRNA,Prot Var,NB,0.18571428571428572,0.3142857142857143,0.6590356711451377
mRNA,Prot Var,NB,0.2,0.3142857142857143,0.6383637935388221
mRNA,Prot Var,NB,0.2,0.32857142857142857,0.6248665139550599
mRNA,Prot Var,NB,0.2571428571428571,0.32857142857142857,0.5937213534893698
mRNA,Prot Var,NB,0.2571428571428571,0.34285714285714286,0.5915069165757056
mRNA,Prot Var,NB,0.2857142857142857,0.34285714285714286,0.5905076830238672
mRNA,Prot Var,NB,0.2857142857142857,0.35714285714285715,0.589008325785369
mRNA,Prot Var,NB,0.38571428571428573,0.35714285714285715,0.5377768354562905
mRNA,Prot Var,NB,0.38571428571428573,0.37142857142857144,0.5353372569138851
mRNA,Prot Var,NB,0.4142857142857143,0.37142857142857144,0.5313650458931329
mRNA,Prot Var,NB,0.4142857142857143,0.38571428571428573,0.510390023882713
mRNA,Prot Var,NB,0.42857142857142855,0.38571428571428573,0.5068939854829418
mRNA,Prot Var,NB,0.42857142857142855,0.4142857142857143,0.4910373761833604
mRNA,Prot Var,NB,0.4857142857142857,0.4142857142857143,0.46643369100187193
mRNA,Prot Var,NB,0.4857142857142857,0.42857142857142855,0.4657298772408858
mRNA,Prot Var,NB,0.5,0.42857142857142855,0.4639228492664525
mRNA,Prot Var,NB,0.5,0.44285714285714284,0.45570245305838547
