Severity,LR,KNN,RF,NB
0,0.7089348225113531,1.0,0.9,0.9990221098523945
0,0.3916655661322665,0.0,0.0,6.540596197400985e-05
1,0.6025121562187801,1.0,1.0,0.003780307924914425
0,0.10583379994721388,0.2,0.1,6.183991342347034e-05
0,0.3916655661322665,0.0,0.0,6.540596197400985e-05
0,0.3916655661322665,0.0,0.0,6.540596197400985e-05
1,0.6025121562187801,1.0,1.0,0.003780307924914425
0,0.3916655661322665,0.0,0.0,6.540596197400985e-05
0,0.3916655661322665,0.0,0.0,6.540596197400985e-05
1,0.6025121562187801,1.0,1.0,0.003780307924914425
0,0.3819972247479987,0.0,0.0,0.0004610838797909891
0,0.3819972247479987,0.0,0.0,0.0004610838797909891
0,0.3819972247479987,0.0,0.0,0.0004610838797909891
0,0.12457714079593427,0.2,0.5,2.150540585030082e-12
1,0.6705070251152345,1.0,0.7,0.24759830836795474
1,0.35380847456461517,0.6,0.5,0.9654594359887194
1,0.5913648970394976,1.0,0.4,0.09349314837406829
1,0.6135454672065206,0.6,0.8,0.9999945501517838
0,0.27437527277076795,0.0,0.2,9.950336290626456e-06
1,0.394029368632652,0.4,0.6,0.006658767524165615
0,0.563658019362124,1.0,0.5,0.9967181637719873
1,0.9022034236048053,0.8,0.6,1.0
1,0.3826901402916274,0.2,0.5,0.0013416632008149902
1,0.4488021350149323,0.0,0.5,0.39345074745276576
1,0.14365929654496842,0.0,0.3,7.198739125774713e-38
1,0.5983352156750787,1.0,1.0,0.06656638606113804
1,0.5983352156750787,1.0,1.0,0.06656638606113804
1,0.5958031039302817,1.0,1.0,0.03330008135483252
1,0.5958031039302817,1.0,1.0,0.03330008135483252
1,0.5068531434449814,0.4,0.7,1.0
0,0.3865278790683579,0.0,0.4,0.09852820078606778
1,0.43369150340124674,0.6,0.4,0.09815017054577187
0,0.2994108598100171,0.0,0.6,0.43666503303796056
0,0.1503429878350403,0.2,0.6,7.159203390045065e-08
0,0.2234569182732298,0.0,0.3,0.010002167925785623
0,0.38689995547783357,0.0,0.0,0.0003620786392209748
0,0.5303113432934858,0.0,0.8,0.2817413086321612
0,0.31408405599929323,0.4,0.4,0.0133976119674232
0,0.5305920489145294,1.0,0.2,0.9990783451294778
1,0.667718351293695,0.6,0.5,0.9999966638757711
0,0.825837014638305,0.8,0.5,0.9999902729746734
