Severity,LR,KNN,RF,NB
0,0.8124593575751433,1.0,0.7,0.9999999999992646
0,0.2897731551079731,0.0,0.0,4.0603042369682696e-08
1,0.7228939803957002,1.0,1.0,0.004524156807221187
0,0.344348051043783,0.4,0.5,1.4503844167688968e-14
0,0.2897731551079731,0.0,0.0,4.0603042369682696e-08
0,0.2897731551079731,0.0,0.0,4.0603042369682696e-08
1,0.7228939803957002,1.0,1.0,0.004524156807221187
0,0.2897731551079731,0.0,0.0,4.0603042369682696e-08
0,0.2897731551079731,0.0,0.0,4.0603042369682696e-08
1,0.7228939803957002,1.0,1.0,0.004524156807221187
0,0.2699629250268189,0.0,0.0,3.357067827974436e-07
0,0.2699629250268189,0.0,0.0,3.357067827974436e-07
0,0.2699629250268189,0.0,0.0,3.357067827974436e-07
0,0.09790783718668462,0.2,0.1,1.721278880704088e-21
1,0.803273362232775,1.0,0.6,0.9999664580951075
1,0.6879147133012811,1.0,0.6,0.9994536531998134
1,0.5990477644167117,1.0,0.5,1.0
1,0.8782270348981858,0.8,0.3,1.0
0,0.17471158185171018,0.0,0.4,1.266137902238269e-06
1,0.2427677779846137,0.0,0.4,0.00036596652968476156
0,0.43277218171981274,0.0,0.3,0.002355107963257901
1,0.756264058829297,0.6,0.5,1.0
1,0.30619191223159137,0.0,0.3,0.0016100928988103953
1,0.3406983237755461,0.4,0.4,1.7733919056430384e-05
1,0.4603967242094386,1.0,0.6,0.0007802375542533926
1,0.7108393330996817,1.0,1.0,0.05931407339347914
1,0.7108393330996817,1.0,1.0,0.05931407339347914
1,0.7125790317660897,1.0,1.0,0.2889382978811407
1,0.7125790317660897,1.0,1.0,0.2889382978811407
1,0.7148647020592982,0.4,0.7,1.0
0,0.3258865022127399,0.0,0.3,0.00016096074226460403
1,0.26021354421202114,0.4,0.4,0.9999479647882301
0,0.178863357124575,0.4,0.3,0.004598492653226436
0,0.1662969750872593,0.0,0.3,2.125883380587137e-19
0,0.16370971071205437,0.2,0.1,1.6761513882397245e-06
0,0.2726238270540428,0.0,0.0,7.439041520816161e-07
0,0.1728318199577929,0.2,0.3,2.3502759135005582e-05
0,0.25050335641477706,0.4,0.4,1.415235624929701e-05
0,0.619635362721801,1.0,0.7,0.9999550245893449
1,0.8136254000063866,1.0,0.6,1.0
0,0.8405913698337545,0.8,0.5,1.0
0,0.22051300195991366,0.0,0.3,7.64164399786596e-06
1,0.2149924251229141,0.8,0.5,0.15523226564464987
0,0.3773723767646947,0.0,0.4,3.4602599541790037e-10
0,0.4033552945741548,0.0,0.6,0.05935502426237984
1,0.7125790317660897,1.0,1.0,0.2889382978811407
0,0.20704598100922905,0.2,0.6,0.9999999995669722
0,0.41175581286758556,0.2,0.5,7.28530257670037e-07
0,0.2830056250349328,0.0,0.0,2.5932019443411895e-10
0,0.2857289647321535,0.2,0.4,5.659564436119564e-14
0,0.3227387451940889,1.0,0.7,0.9999999211980142
0,0.36326968978122204,0.2,0.3,1.2639659751343394e-09
0,0.5024495118486637,1.0,0.3,0.0006536015977877775
0,0.4607061203611461,0.2,0.4,0.0008024090847178532
1,0.5090006306636218,0.4,0.6,0.7954438395112549
