Severity,LR,KNN,RF,NB
0,0.4811765747497591,0.0,0.0,0.5999181806785386
0,0.45985535997278065,0.0,0.4,0.5032040429753019
1,0.5077439187037694,0.8,0.7,0.5379867134376339
0,0.4811765747497591,0.0,0.0,0.5999181806785386
0,0.5605907008658136,0.6,0.3,0.6572500395477618
0,0.5040629179698327,0.0,0.5,0.6147709216886111
1,0.5150331566374547,0.4,0.6,0.6021666741500994
0,0.4417129354046217,0.2,0.3,0.3982455362033968
0,0.3979311564996865,0.4,0.5,0.41372049810539785
1,0.4426686883703254,0.4,0.5,0.23602183005006283
0,0.5326530801098374,0.8,0.7,0.6774129008002064
0,0.504648321200523,0.4,0.4,0.6123705342735034
0,0.4834197219359415,0.0,0.0,0.5675107279716038
0,0.47256896272565485,0.6,0.5,0.7544796339943561
1,0.49188703149151897,0.4,0.5,0.6580191432239698
1,0.47220260078007825,0.2,0.5,0.5313309687122618
1,0.5663832384272895,0.8,0.8,0.7756250835585398
1,0.49210588249315135,0.4,0.7,0.3411732319999046
0,0.5013563172801382,0.2,0.4,0.40572402775908706
1,0.5189278358098028,1.0,1.0,0.6659544957185036
0,0.584141812136111,0.4,0.6,0.9544874644291967
1,0.5230640933993024,1.0,0.5,0.6299646771705416
1,0.40608026139328224,0.2,0.4,0.08245155018385983
1,0.5189278358098028,1.0,1.0,0.6659544957185036
1,0.6491947101802245,0.6,0.6,0.8599333020038447
1,0.5680258110113408,0.6,0.8,0.8451099004738798
1,0.5311564617731186,0.8,0.6,0.7283380307576368
1,0.5788656866136563,0.6,0.6,0.8132348215255389
1,0.4754964912859412,0.4,0.5,0.31346050007000537
1,0.5191995788179617,1.0,1.0,0.4645201846045605
0,0.3718194304126142,0.2,0.4,0.003850344433271196
1,0.5191995788179617,1.0,1.0,0.4645201846045605
0,0.5667976752226902,0.4,0.6,0.7312996117184477
0,0.3607775390635821,0.6,0.8,0.8522742419399638
0,0.6957884078562382,0.8,0.9,0.987038725691193
0,0.5093107041381978,1.0,0.7,0.5217358336310428
0,0.5020752403093531,0.6,0.5,0.5461522965427245
0,0.3801992301393183,0.6,0.3,0.34435647854923324
0,0.5205400473372706,0.8,0.6,0.00014137558196732818
1,0.5191995788179617,1.0,1.0,0.4645201846045605
0,0.7481098054625025,1.0,0.5,0.9733325415798205
0,0.5059553853894889,0.0,0.5,0.4065700903006235
1,0.514469254529802,0.4,0.6,0.4568244267656363
0,0.5855882104589617,1.0,0.9,0.7903876256546826
0,0.4962456226102456,1.0,0.8,0.47641637968472433
1,0.5100678129776641,0.6,0.2,0.3902671377106542
0,0.6602513331611849,0.8,0.8,0.9018499474499985
0,0.6112043555191758,0.4,0.6,0.09534948822813122
0,0.5598657884353831,0.8,0.5,0.7349723677728536
0,0.4531287650006037,0.6,0.7,0.3690666282468865
0,0.4805901468751186,0.0,0.0,0.5504448826348286
0,0.5833977782594313,0.6,0.7,0.9062950434124318
0,0.46815821846983335,0.4,0.5,0.6458829353559067
0,0.6020539272717824,0.6,0.6,0.8655967029215703
1,0.5284919238068909,1.0,1.0,0.6565535566952276
0,0.3791087927435528,0.0,0.4,3.3813406314149253e-06
0,0.42944299314250595,0.0,0.5,0.4472285691122716
0,0.2926909561691206,0.6,0.4,0.0008099436332080877
0,0.5763899796244962,0.8,0.7,0.8431863245026333
0,0.4583418080397555,0.8,0.8,0.5077307730401687
0,0.6168211041500588,0.2,0.8,0.8923503855121657
0,0.6030054314334938,0.6,0.7,0.9259742935442777
0,0.5303706628125893,1.0,0.4,0.7240014931328554
0,0.5551737073135596,0.6,0.7,0.7474193949809019
0,0.35602998452742557,0.4,0.6,0.263262781844006
0,0.5021195646764183,0.4,0.5,0.39555905294735755
0,0.4323929473734049,0.2,0.3,0.459551954100494
0,0.43860199889939555,0.0,0.0,0.4607188407735525
0,0.4319107166069458,0.6,0.6,0.01860990660886846
0,0.4737847826949014,0.0,0.0,0.5459995791663997
1,0.5505798566971677,1.0,0.9,0.7460271650770289
1,0.48882284132975007,0.2,0.4,0.20577253389422975
1,0.5447517211903619,0.2,0.2,0.6346289351951228
0,0.5751738266164262,0.6,0.4,0.7325476756748236
1,0.43849884825429664,0.8,0.5,0.23201183827614225
0,0.4380127827459166,0.6,0.4,0.7396122900315084
